"ID","recall2","impact","impact2","impact_pos_box","impact_neu_box","impact_neg_box","connect1","connect2","connect3","approach1","approach.2","approach3","course_inclusion1","course_inclusion2","course_inclusion3","normalize1","normalize2","normalize3","represent1","represent2","represent3","coursecohesion_sob1","coursecohesion_sob2","coursecohesion_sob3","coursecohesion_mor1","coursecohesion_mor2","coursecohesion_mor3","science_sob1","science_sob2","science_sob3","science_mor1","science_mor2","science_mor3","competence1","competence2","competence3","appropriate","appropriate_box","notappropriate_box","gender","race","religion","lgbtq","connect_mean","approach_mean","course_inclusion_mean","normalize_mean","represent_mean","course_belonging_mean","course_morale_mean","sci_belonging_mean","sci_morale_mean","competence_mean","gender3","race4","religion4","lgbtq2","anxdep","lgbtq_accept_uni2","manner","appropriate2","instructor"
"golf_114",1,"moderately positive","positive","It made me more comfortable approaching the instructor","","",3,4,4,5,4,5,5,5,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It does not impact teaching or learning","","Woman","Asian or Asian American","Christian - Non-denominational","No",3.66666666666667,4.66666666666667,5,3,3,3.66666666666667,3,3,3,3,"not_man","asian","christian","no","1","high","elaborate","appropriate","golf"
"golf_115",1,"moderately positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom,It does not impact teaching or learning","","Woman","Asian or Asian American","Not religious","No",3,3.33333333333333,4,3,3,3,3,3,3,3,"not_man","asian","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_116",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat disagree","","It is not relevant to course material,It would make students uncomfortable,It promotes certain beliefs or morals,It does not matter whether instructors reveal LGBTQ+ identities,It would feel forced","Woman","Asian or Asian American","Christian - Catholic","No",3,3,4,3,3,3,3,3,3,3,"not_man","asian","christian","no","0","high","elaborate","inappropriate","golf"
"golf_117",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It increased the representation of LGBTQ+ individuals in science","","",5,5,5,4,5,5,5,5,5,3,3,3,1,3,3,5,5,5,3,5,5,5,5,5,5,4,5,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Hispanic, Latina/o/x, or Spanish origin","Christian - Catholic","No",5,4.66666666666667,5,3,2.33333333333333,5,4.33333333333333,5,4.66666666666667,3,"not_man","peer","christian","no","0","high","elaborate","appropriate","golf"
"golf_118",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,4,4,3,3,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Not religious","No",3.66666666666667,3.33333333333333,5,3,3,3,3,3,3,3,"not_man","asian","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_119",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Hindu","Decline to state",3.33333333333333,3.33333333333333,4,3,3,3,3,3,3,3,"not_man","asian","otherreligion",NA,NA,"high","elaborate","appropriate","golf"
"golf_120",1,"very positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,3,3,3,3,3,5,5,5,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom","","Man","Asian or Asian American","Christian - Catholic","No",3.33333333333333,3,5,3.66666666666667,3,3,3.33333333333333,3,4,3,"man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_121",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Christian - Catholic","No",5,5,5,5,5,5,5,5,5,5,"not_man","asian","christian","no","1","high","elaborate","appropriate","golf"
"golf_122",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It does not impact teaching or learning","","Man","Asian or Asian American","Not religious","No",3,3,3,3,3,3,3,3,3,3,"man","asian","nonreligious","no",NA,"high","elaborate","appropriate","golf"
"golf_123",1,"moderately positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,5,5,4,4,4,5,5,5,5,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,"Somewhat disagree","","It is not relevant to course material,It does not matter whether instructors reveal LGBTQ+ identities,It would feel forced","Woman","White or European American","Christian - Protestant","No",4.33333333333333,4,5,4,3.33333333333333,3.66666666666667,3.33333333333333,3,3,3,"not_man","white","christian","no","0","high","elaborate","inappropriate","golf"
"golf_124",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",5,3,3,3,3,4,5,5,5,5,5,5,5,5,3,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,It does not impact teaching or learning","","Woman","Hispanic, Latina/o/x, or Spanish origin","Christian - Catholic","No",3.66666666666667,3.33333333333333,5,5,4.33333333333333,4.66666666666667,4.66666666666667,4.33333333333333,5,5,"not_man","peer","christian","no","0","high","elaborate","appropriate","golf"
"golf_125",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","Asian or Asian American","Not religious","No",3,3,3,3,3,3,3,3,3,3,"man","asian","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_126",1,"slightly positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities","","",3,3,4,4,4,5,5,5,5,3,4,3,3,3,4,4,4,4,5,3,5,3,3,3,4,3,4,3,3,3,"Strongly agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It helps to build community and trust in the classroom,It does not impact teaching or learning","","Man","Hispanic, Latina/o/x, or Spanish origin","An identity not listed, please specify","No",3.33333333333333,4.33333333333333,5,3.33333333333333,3.33333333333333,4,4.33333333333333,3,3.66666666666667,3,"man","peer","christian","no","0","high","elaborate","appropriate","golf"
"golf_127",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Not religious","No",3,3,3,3,3,3,3,3,3,3,"not_man","white","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_128",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,4,3,3,3,4,5,5,5,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Christian - Catholic","No",3.33333333333333,3.33333333333333,5,3,3.66666666666667,3,3,3,3,5,"not_man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_129",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","Asian or Asian American","Decline to state","No",3,3.33333333333333,3.66666666666667,3.33333333333333,3,3,3,3,3,3,"man","asian",NA,"no",NA,"high","elaborate","appropriate","golf"
"golf_130",0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Not religious","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_man","asian","nonreligious","no","1","high","elaborate","appropriate","golf"
"golf_131",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Christian - Catholic","No",4,4,4,4,4,4,4,4,4,3,"not_man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_132",1,"none","neutral","","It did not change the instructor’s teaching ability","",4,3,4,4,3,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Not religious","Yes",3.66666666666667,3.66666666666667,4.33333333333333,3,3,3,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,"not_man","asian","nonreligious","yes","0","high","elaborate","appropriate","golf"
"golf_133",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Asian or Asian American","Buddhist","No",3,3.33333333333333,5,5,3,3,3,3,3,3,"not_man","asian","otherreligion","no",NA,"high","elaborate","appropriate","golf"
"golf_134",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Atheist","No",3,3,4,3.66666666666667,3,3,3,3,3,3,"not_man","asian","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_135",1,"none","neutral","","It did not change the instructor’s teaching ability","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Hindu","No",3,3,3,3,3,3,3,3,3,3,"not_man","asian","otherreligion","no","0","high","elaborate","appropriate","golf"
"golf_136",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor","","Man","Asian or Asian American","Buddhist","No",3,3,4,3,3,3,3,3,3,3,"man","asian","otherreligion","no",NA,"high","elaborate","appropriate","golf"
"golf_137",1,"none","neutral","","The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Atheist","Yes",3,3,4,3,3,3,3,3,3,3,"not_man","asian","nonreligious","yes","1","high","elaborate","appropriate","golf"
"golf_138",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Hispanic, Latina/o/x, or Spanish origin","Christian - Protestant","No",3,3,3,3,3,3,3,3,3,3,"not_man","peer","christian","no","0","high","elaborate","appropriate","golf"
"golf_139",1,"slightly negative","negative","","","It made you feel uncomfortable",2,3,3,2,3,2,2,2,2,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,"Somewhat agree","It does not impact teaching or learning","","Woman","Asian or Asian American","Muslim","No",2.66666666666667,2.33333333333333,2,3.66666666666667,3,2.66666666666667,3,3,2.33333333333333,3,"not_man","asian","muslim","no","1","high","elaborate","appropriate","golf"
"golf_140",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Black or African American","Not religious","Yes",5,5,5,5,4,5,4.66666666666667,5,4.66666666666667,3,"not_man","peer","nonreligious","yes","0","high","elaborate","appropriate","golf"
"golf_141",1,"slightly positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,4,4,3,3,4,5,5,5,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It normalizes LGBTQ+ identities,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Buddhist","No",4,3.33333333333333,5,3,3,4,3,3,3,3,"not_man","asian","otherreligion","no","0","high","elaborate","appropriate","golf"
"golf_142",1,"very positive","positive","It helped to create an inclusive classroom environment","","",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor","","Woman","White or European American","Not religious","No",3,3,3.33333333333333,3,3,3,3,3,3,3,"not_man","white","nonreligious","no","0","high","elaborate","appropriate","golf"
"golf_143",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","White or European American","Jewish","Yes",4,3,4,3.33333333333333,4,3.33333333333333,3.33333333333333,3.33333333333333,3,5,"not_man","white","otherreligion","yes","0","high","elaborate","appropriate","golf"
"golf_144",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom","","Woman","Asian or Asian American","Decline to state","No",3,3.33333333333333,5,3,3,3,3.33333333333333,3,3.33333333333333,3,"not_man","asian",NA,"no","0","high","elaborate","appropriate","golf"
"golf_145",1,"very positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Multiracial","Agnostic","No",3,3.33333333333333,4,3.66666666666667,3,3.33333333333333,3.33333333333333,3,3.33333333333333,3,"not_man","other","nonreligious","no","1","high","elaborate","appropriate","golf"
"golf_146",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom","","Woman","Asian or Asian American","Buddhist","No",3,3,4,3,3,3,3,3,3,3,"not_man","asian","otherreligion","no","0","high","elaborate","appropriate","golf"
"golf_147",1,"moderately positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,4,5,4,3,5,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Asian or Asian American","Not religious","Yes",4.33333333333333,4,4.33333333333333,4.66666666666667,5,4.33333333333333,5,4,4,4,"not_man","asian","nonreligious","yes","1","high","elaborate","appropriate","golf"
"golf_148",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,4,3,3,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Christian - Protestant","No",3,3.33333333333333,5,4,4,3,3,3,3,3,"not_man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_149",1,"none","neutral","","It did not change the instructor’s teaching ability,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,4,4,3,3,3,4,5,4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","Asian or Asian American","Christian - Non-denominational","No",3.66666666666667,3,4.33333333333333,3,4,3.66666666666667,3,3,3.33333333333333,3,"man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_150",1,"slightly negative","negative","","","It made you feel uncomfortable,It distracted from course material",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat disagree","","It is not relevant to course material,It does not matter whether instructors reveal LGBTQ+ identities,It would feel forced","Man","White or European American","Muslim","No",3,3,3,3,3,3,3,3,3,3,"man","white","muslim","no","0","high","elaborate","inappropriate","golf"
"golf_151",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,"Somewhat agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are","","Man","Asian or Asian American","Christian - Protestant","No",3,3.33333333333333,4,3.66666666666667,3,3,3.33333333333333,3.33333333333333,3,3,"man","asian","christian","no","0","high","elaborate","appropriate","golf"
"golf_152",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It does not impact teaching or learning","","Woman","White or European American","Christian - Non-denominational","No",3,3,3,3,3,3,3,3,3,3,"not_man","white","christian","no",NA,"high","elaborate","appropriate","golf"
"golf_153",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Christian - Catholic","No",3,3,3.66666666666667,3,3,3,3,3,3,3,"not_man","white","christian","no","0","high","elaborate","appropriate","golf"
"golf_154",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,An instructor’s LGBTQ+ identity is an important part of who they are","","Woman","Hispanic, Latina/o/x, or Spanish origin","Christian - Catholic","No",3,3,3.33333333333333,3.66666666666667,3.33333333333333,3,3,3,3,3,"not_man","peer","christian","no","1","high","elaborate","appropriate","golf"
